file,bytes,n_playlists,n_tracks,parse_s
mpd.slice.448000-448999.json,33821806,1000,66990,0.37939866600208916
mpd.slice.449000-449999.json,32718170,1000,64754,0.3665203330165241
mpd.slice.45000-45999.json,35379284,1000,69995,0.39563000001362525
mpd.slice.450000-450999.json,31952697,1000,63151,0.3561145419953391
mpd.slice.451000-451999.json,33256209,1000,65701,0.37397387498640455
mpd.slice.452000-452999.json,33215434,1000,65655,0.3738957500027027
mpd.slice.453000-453999.json,32576638,1000,64421,0.36458708401187323
mpd.slice.454000-454999.json,32908341,1000,65125,0.36962545799906366
mpd.slice.455000-455999.json,33757243,1000,66708,0.3785981250111945
mpd.slice.456000-456999.json,31888107,1000,63052,0.3561909160052892
mpd.slice.457000-457999.json,32791821,1000,64983,0.3701235420012381
mpd.slice.458000-458999.json,33747639,1000,66819,0.3756010420038365
mpd.slice.459000-459999.json,32891178,1000,64999,0.3671309170022141
mpd.slice.46000-46999.json,32902489,1000,65045,0.3686499590112362
mpd.slice.460000-460999.json,33929636,1000,67055,0.4186826669902075
mpd.slice.461000-461999.json,34670204,1000,68643,0.43997479099198245
mpd.slice.462000-462999.json,32807798,1000,64907,0.4446292499778792
mpd.slice.463000-463999.json,34460750,1000,68158,0.4547364999889396
mpd.slice.464000-464999.json,34714305,1000,68653,0.43155708399717696
mpd.slice.465000-465999.json,33317356,1000,65899,0.3740542920131702
